year,state,New Private Housing Units Authorized by Building Permits: 1-Unit Structures _y,New Private Housing Units Authorized by Building Permits _x,Durable Manufacturing Earnings ,Nondurable Manufacturing Earnings ,Homeownership Rate ,Home Vacancy Rate ,Median Household Income ,All-Transactions House Price Index ,Total Investment Securities at Book Value for Commercial Banks  (DISCONTINUED),"Job Losers and Persons Who Completed Temporary Jobs, as a Percent of the Civilian Labor Force ",Durable Manufacturing Wages and Salaries ,Nondurable Manufacturing Wages and Salaries 
1993,me,290.7,157.0,,,71.9,1.9,,230.18,2062227.0,,,
1994,me,226.5,110.0,,,72.6,1.5,,233.41,,,,
1995,me,242.8,123.0,,,76.7,1.1,,224.74,,,,
1996,me,253.7,121.0,,,76.5,1.1,,237.75,,,,
1997,me,418.3,216.0,,,74.9,1.6,,236.87,,,,
1998,me,344.1,174.0,1527912.0,1673936.0,74.6,1.7,,249.41,,,1231992.0,1364800.0
1999,me,331.7,185.0,1623888.0,1693700.0,77.4,1.8,,260.57,,,1310984.0,1380656.0
2000,me,485.2,285.0,1757512.0,1788108.0,76.5,1.3,,280.18,,,1425132.0,1452680.0
2001,me,394.2,238.0,1893316.0,1708552.0,75.5,1.8,,309.15,,,1486656.0,1370516.0
2002,me,468.5,326.0,1809468.0,1571352.0,74.0,0.9,,336.76,,,1393800.0,1256732.0
2003,me,551.5,354.0,1742360.0,1671092.0,73.7,1.2,,370.41,,,1351048.0,1336836.0
2004,me,601.7,406.0,1835672.0,1594708.0,74.7,0.8,,410.05,,3.0,1413844.0,1258720.0
2005,me,610.3,400.0,1825024.0,1654804.0,73.9,1.4,,464.44,,2.7,1420632.0,1232844.0
2006,me,656.1,422.0,1790500.0,1649644.0,75.3,1.9,,499.64,,2.4,1400408.0,1261512.0
2007,me,499.2,327.0,1916732.0,1612060.0,74.3,2.5,,510.51,,2.4,1481664.0,1260640.0
2008,me,304.4,206.0,1923200.0,1646184.0,73.9,2.3,,512.81,,2.3,1497336.0,1304716.0
2009,me,174.2,112.0,1733632.0,1541076.0,74.0,2.1,,493.81,,3.4,1332248.0,1149868.0
2010,me,166.4,107.0,1776708.0,1507716.0,73.8,2.2,,463.53,,5.0,1379480.0,1177964.0
2011,me,193.9,126.0,1904156.0,1603156.0,73.9,2.2,,456.33,,4.9,1487172.0,1242120.0
2012,me,119.2,141.0,1862660.0,1547812.0,74.1,1.9,,450.58,,4.8,1435024.0,1205356.0
2013,me,197.4,139.0,1876540.0,1585624.0,73.5,1.9,,451.03,,4.0,1449536.0,1239644.0
2014,me,259.9,178.0,1895552.0,1561888.0,71.0,1.8,,449.78,,3.5,1490844.0,1224700.0
2015,me,248.6,186.0,1949224.0,1645800.0,69.9,2.3,,466.0,,3.0,1525104.0,1305216.0
2016,me,281.7,178.0,2083996.0,1452204.0,72.6,2.1,,480.71,,1.9,1625064.0,1163536.0
2017,me,296.8,208.0,2076652.0,1576608.0,71.0,1.2,,505.43,,1.7,1626852.0,1281284.0
2018,me,224.4,193.0,2153152.0,1616346.0,,,,532.19,,1.4,1686252.0,1313509.0
1992,md,2534.1,2326.0,,,64.8,1.1,37203.0,210.3,11526481.0,,,
1993,md,2193.1,2577.0,,,65.5,2.0,39939.0,210.94,13942586.0,,,
1994,md,1926.8,1667.0,,,64.1,2.3,39198.0,213.62,,,,
1995,md,2014.5,1624.0,,,65.8,2.3,41041.0,207.83,,,,
1996,md,1500.1,1410.0,,,66.9,2.3,43993.0,217.23,,,,
1997,md,1820.8,1890.0,,,70.5,2.1,46685.0,216.46,,,,
1998,md,1817.4,1764.0,5128984.0,3726404.0,68.7,2.4,50016.0,222.6,,,4244544.0,2952448.0
1999,md,1600.0,1413.0,5201828.0,3963944.0,69.6,1.9,52205.0,228.26,,,4321604.0,3137432.0
2000,md,2056.7,1923.0,5660136.0,4070400.0,69.9,1.5,54535.0,238.25,,,4753276.0,3201292.0
2001,md,1942.7,1845.0,5930904.0,4286588.0,70.7,1.7,53530.0,254.77,,,4893764.0,3334128.0
2002,md,1964.0,2271.0,5825784.0,4148576.0,72.0,1.3,56407.0,277.69,,,4702356.0,3135120.0
2003,md,2041.0,2124.0,5532880.0,4092656.0,71.6,2.4,52314.0,307.5,,,4443808.0,3052832.0
2004,md,2073.1,1852.0,5826468.0,4155668.0,72.1,1.8,57103.0,350.68,,2.1,4681504.0,3024228.0
2005,md,1700.4,1549.0,5775612.0,4212776.0,71.2,1.3,60512.0,425.68,,1.8,4638552.0,3183460.0
2006,md,1994.7,1646.0,5586560.0,4088032.0,72.6,2.1,63668.0,507.38,,1.8,4563380.0,3190540.0
2007,md,1408.4,1209.0,5734512.0,4037472.0,71.7,2.7,65630.0,533.0,,1.6,4693160.0,3192656.0
2008,md,801.3,1113.0,5959692.0,4233240.0,70.6,2.6,63711.0,515.32,,1.4,4854464.0,3347940.0
2009,md,456.2,787.0,5659232.0,3880640.0,69.6,2.4,64186.0,465.59,,2.7,4564496.0,3048568.0
2010,md,713.6,763.0,5670332.0,4096216.0,68.9,2.8,64201.0,425.11,,4.5,4566268.0,3152440.0
2011,md,784.0,752.0,5413444.0,4165992.0,69.7,2.7,68876.0,408.7,,4.4,4386300.0,3264644.0
2012,md,827.6,894.0,5835064.0,4108720.0,68.5,1.9,71836.0,402.34,,4.2,4724056.0,3190440.0
2013,md,729.0,1067.0,5677296.0,4017516.0,66.9,1.8,69353.0,405.41,,3.8,4618908.0,3139876.0
2014,md,894.1,1233.0,5155884.0,4180776.0,66.2,1.4,76165.0,413.55,,3.4,4214028.0,3233264.0
2015,md,830.3,1220.0,5413284.0,4368540.0,67.1,2.0,73594.0,427.8,,2.5,4374832.0,3402528.0
2016,md,863.8,1056.0,5421036.0,4299700.0,66.5,2.3,73760.0,437.6,,2.3,4360744.0,3366988.0
2017,md,1053.3,1042.0,5706492.0,4669676.0,66.9,1.8,81084.0,450.9,,2.0,4568784.0,3667984.0
2018,md,1126.7,1360.0,5920451.0,5132845.0,,,,473.78,,2.0,4725045.0,4037011.0
1992,ma,1140.6,786.0,,,61.8,1.0,36359.0,285.42,16087859.0,,,
1993,ma,1310.0,849.0,,,60.7,1.2,37064.0,282.26,17893735.0,,,
1994,ma,1269.1,838.0,,,60.6,1.4,40500.0,286.93,,,,
1995,ma,1371.9,933.0,,,60.2,1.2,38574.0,283.21,,,,
1996,ma,1126.3,761.0,,,61.7,1.1,39494.0,298.46,,,,
1997,ma,1468.9,1406.0,,,62.3,0.8,42023.0,306.72,,,,
1998,ma,1452.4,1122.0,16029052.0,6438444.0,61.3,0.9,42345.0,324.98,,,13750484.0,5197960.0
1999,ma,1270.6,1096.0,16803864.0,6789496.0,60.3,0.9,44005.0,352.06,,,14409800.0,5544824.0
2000,ma,1194.4,1034.0,20040660.0,7223256.0,59.9,0.6,46753.0,404.01,,,17328068.0,5887628.0
2001,ma,1119.9,1096.0,19691160.0,7230384.0,60.6,0.9,52253.0,454.54,,,16710760.0,5658200.0
2002,ma,1329.5,1108.0,17505028.0,6620088.0,62.6,0.5,49855.0,508.16,,,14525336.0,5317360.0
2003,ma,1006.3,866.0,16306320.0,6719040.0,64.3,0.7,50955.0,565.39,,,13395820.0,5251080.0
2004,ma,1099.4,1369.0,16749632.0,7350144.0,63.8,0.7,52019.0,620.52,,3.6,13434376.0,5163472.0
2005,ma,1097.1,1544.0,17383408.0,7635508.0,63.4,1.1,56017.0,691.03,,3.1,13919660.0,5414076.0
2006,ma,1215.6,1451.0,17547808.0,7755104.0,65.2,1.8,55330.0,724.21,,2.9,14175852.0,5359308.0
2007,ma,852.4,1838.0,18542900.0,7738408.0,64.3,1.7,58463.0,706.17,,2.6,14976940.0,5529772.0
2008,ma,534.2,538.0,18611940.0,7697168.0,65.7,1.6,60320.0,679.17,,2.3,14658876.0,5578760.0
2009,ma,327.9,321.0,16789380.0,7328576.0,65.1,1.4,59373.0,642.5,,3.8,13102080.0,5027000.0
2010,ma,419.6,463.0,16756004.0,7009076.0,65.3,1.2,60934.0,613.54,,6.4,13108168.0,5177424.0
2011,ma,397.5,368.0,18140704.0,7246376.0,65.3,1.6,63313.0,606.0,,5.6,14681152.0,5150116.0
2012,ma,414.1,429.0,18215228.0,7777992.0,65.8,1.6,63656.0,599.39,,4.4,14742612.0,5114460.0
2013,ma,498.2,762.0,17507688.0,7580264.0,65.3,1.7,62529.0,606.48,,3.9,14411624.0,5268184.0
2014,ma,593.9,1076.0,17659184.0,8408304.0,63.0,1.3,63151.0,628.0,,3.8,14745492.0,6115096.0
2015,ma,556.3,1733.0,18238728.0,10167876.0,60.5,1.4,67861.0,658.25,,3.0,14979744.0,7535948.0
2016,ma,606.6,749.0,18577740.0,7634468.0,59.7,1.2,72266.0,691.15,,2.7,14991952.0,5776492.0
2017,ma,647.2,784.0,19958772.0,7470832.0,60.0,1.0,73227.0,727.78,,2.0,16028724.0,5820932.0
2018,ma,551.9,1369.0,19878531.0,8085679.0,,,,777.56,,2.0,15898109.0,6293927.0
1992,mi,2629.9,1482.0,,,70.6,1.2,32267.0,157.18,23475347.0,,,
1993,mi,2768.0,1766.0,,,72.3,1.1,32662.0,161.23,24632035.0,,,
1994,mi,2931.8,1720.0,,,72.0,0.9,35284.0,167.16,,,,
1995,mi,2977.0,2047.0,,,72.2,1.3,36426.0,178.59,,,,
1996,mi,3394.6,2426.0,,,73.3,1.4,39225.0,191.17,,,,
1997,mi,3354.2,2459.0,,,73.3,1.2,38742.0,207.17,,,,
1998,mi,3476.3,2444.0,44093616.0,8812360.0,74.4,1.2,41821.0,220.86,,,34603520.0,6856436.0
1999,mi,2874.4,1977.0,42712164.0,9108460.0,76.5,1.0,46089.0,234.56,,,34793296.0,7219560.0
2000,mi,3668.5,2706.0,47584060.0,9630840.0,77.2,1.3,45512.0,253.19,,,38686812.0,7484356.0
2001,mi,3243.6,2284.0,45882112.0,10771972.0,77.1,1.7,45047.0,269.17,,,36774348.0,7474652.0
2002,mi,3764.1,2520.0,39750112.0,9311088.0,76.0,1.8,42715.0,281.95,,,31386616.0,7217660.0
2003,mi,3419.1,2526.0,41177004.0,9818156.0,75.6,1.9,45022.0,291.73,,,32393472.0,7427188.0
2004,mi,3610.5,2515.0,39987072.0,9841244.0,77.1,2.2,42256.0,302.89,,4.1,31072100.0,7482008.0
2005,mi,3627.1,2520.0,40363292.0,9858908.0,76.4,2.7,45933.0,315.15,,4.2,31131328.0,7423524.0
2006,mi,2897.0,1938.0,38832208.0,9816828.0,77.4,3.4,48647.0,317.56,,3.6,30072036.0,7276532.0
2007,mi,1706.5,1021.0,39664424.0,9687096.0,76.4,3.8,49370.0,309.06,,3.8,30933852.0,7164480.0
2008,mi,1034.8,686.0,35942632.0,9507204.0,75.9,3.7,49788.0,291.99,,4.1,27843416.0,7159172.0
2009,mi,381.0,271.0,26101448.0,8371108.0,74.5,3.4,45994.0,271.56,,5.8,20083880.0,6422628.0
2010,mi,620.2,485.0,24771148.0,8421856.0,74.5,2.7,46276.0,240.09,,9.5,19192384.0,6502348.0
2011,mi,668.7,373.0,30327352.0,9430136.0,74.1,2.4,48879.0,230.08,,7.2,24144812.0,6974216.0
2012,mi,757.2,450.0,32147240.0,10401580.0,74.8,1.6,50015.0,228.08,,5.6,25620444.0,7079720.0
2013,mi,1060.4,734.0,32965600.0,10118396.0,73.9,2.1,56567.0,237.44,,4.8,26276256.0,7289900.0
2014,mi,974.7,869.0,33409856.0,10485608.0,73.8,1.5,52005.0,253.3,,4.2,27680512.0,7814844.0
2015,mi,1112.6,735.0,35831900.0,11371860.0,74.6,1.5,54203.0,269.47,,3.4,29448752.0,8149684.0
2016,mi,1257.3,1237.0,37971252.0,11455052.0,72.8,1.3,57091.0,284.93,,2.7,30291172.0,8600900.0
2017,mi,1254.9,1208.0,41345908.0,11680708.0,72.9,0.9,57700.0,304.56,,2.5,31990172.0,9072868.0
2018,mi,1763.4,1209.0,43638698.0,12170817.0,,,,325.75,,2.1,33752164.0,9446176.0
1992,mn,2069.3,1231.0,,,66.7,1.0,30981.0,146.6,14859760.0,,,
1993,mn,1913.1,972.0,,,65.8,0.9,33682.0,151.42,14166037.0,,,
1994,mn,1793.5,797.0,,,68.9,1.2,33644.0,157.41,,,,
1995,mn,1359.8,786.0,,,73.3,1.5,37933.0,163.55,,,,
1996,mn,1819.2,888.0,,,75.4,1.1,40991.0,174.15,,,,
1997,mn,1573.9,690.0,,,75.4,0.8,42564.0,181.16,,,,
1998,mn,1706.1,1003.0,12227692.0,6524792.0,75.4,0.7,47926.0,192.39,,,10028416.0,4865220.0
1999,mn,1543.3,1051.0,12478672.0,6800852.0,76.1,0.8,47038.0,203.38,,,10265632.0,5042748.0
2000,mn,2295.5,1322.0,13387756.0,7134576.0,76.1,0.9,54251.0,225.11,,,11061428.0,5334132.0
2001,mn,2342.2,1394.0,13660612.0,7176488.0,76.1,1.2,52681.0,248.54,,,11104232.0,5355824.0
2002,mn,2476.1,2159.0,13046380.0,7440204.0,77.3,1.0,54622.0,272.03,,,10397248.0,5227648.0
2003,mn,2950.0,1807.0,13297728.0,7426812.0,77.2,1.1,52823.0,293.67,,,10448532.0,5320896.0
2004,mn,2184.4,1458.0,14622296.0,7737920.0,76.4,1.1,56104.0,318.65,,2.9,11236024.0,5179532.0
2005,mn,2106.0,1394.0,14755680.0,7241648.0,76.5,1.5,54215.0,347.32,,2.3,11286212.0,5292816.0
2006,mn,2529.2,1400.0,15279172.0,7233348.0,75.6,2.0,56211.0,366.84,,2.0,11834712.0,5468716.0
2007,mn,1505.3,1002.0,15777440.0,7233736.0,73.5,2.8,58058.0,371.13,,2.0,12346164.0,5557500.0
2008,mn,804.1,485.0,15587852.0,7648504.0,73.1,2.8,54925.0,359.71,,2.5,12114480.0,5682752.0
2009,mn,340.2,798.0,14203372.0,7042968.0,72.9,2.3,56090.0,343.08,,3.6,11141180.0,5118456.0
2010,mn,470.6,220.0,12939296.0,6759212.0,72.6,2.0,52321.0,310.48,,4.9,10280456.0,5138084.0
2011,mn,478.5,246.0,14412452.0,7241564.0,71.3,2.0,57820.0,297.67,,4.1,11355912.0,5520996.0
2012,mn,584.5,586.0,15517860.0,7890244.0,72.0,1.7,61795.0,291.94,,3.5,12245580.0,5628992.0
2013,mn,999.2,554.0,15547140.0,7886848.0,73.4,1.1,64324.0,299.43,,3.0,12344856.0,5746480.0
2014,mn,820.3,638.0,16185148.0,8626436.0,71.4,1.4,67244.0,314.15,,2.6,12861812.0,5975072.0
2015,mn,1372.2,1108.0,17209604.0,9441540.0,70.1,1.0,68730.0,326.71,,2.1,13740808.0,6268036.0
2016,mn,986.3,754.0,17082372.0,9469316.0,72.4,0.9,70218.0,342.4,,2.3,13510588.0,6334552.0
2017,mn,1207.7,1521.0,17656188.0,9334668.0,72.7,1.1,71920.0,362.76,,1.9,13968960.0,6802864.0
2018,mn,1317.2,1706.0,18167619.0,9506085.0,,,,387.45,,1.9,14362258.0,6887837.0
1992,ms,423.4,359.0,,,70.4,1.0,20570.0,131.07,7988707.0,,,
1993,ms,447.3,358.0,,,69.7,0.9,22191.0,133.26,8776737.0,,,
1994,ms,675.5,802.0,,,69.2,0.8,25400.0,140.29,,,,
1995,ms,595.2,873.0,,,71.1,0.9,26538.0,146.3,,,,
1996,ms,785.5,777.0,,,73.0,1.0,26677.0,154.36,,,,
1997,ms,626.1,565.0,,,73.7,1.1,28499.0,159.73,,,,
1998,ms,581.9,901.0,4722372.0,2774988.0,75.1,1.2,29120.0,167.42,,,3758864.0,2271420.0
1999,ms,832.5,737.0,4994236.0,2786700.0,74.9,1.8,32478.0,175.68,,,4019648.0,2279656.0
2000,ms,729.8,634.0,5168428.0,2857628.0,75.2,2.0,34299.0,180.61,,,4178292.0,2334752.0
2001,ms,636.8,757.0,4922824.0,2816180.0,74.5,1.6,30161.0,190.74,,,3883192.0,2249036.0
2002,ms,773.7,681.0,4818920.0,2744580.0,74.9,1.4,30882.0,196.13,,,3738356.0,2168880.0
2003,ms,888.3,833.0,4647172.0,2713068.0,73.4,1.9,32728.0,202.22,,,3634368.0,2103576.0
2004,ms,909.3,992.0,4945840.0,2656992.0,74.0,1.4,34755.0,208.42,,3.1,3851160.0,2028864.0
2005,ms,949.6,878.0,5518732.0,2750692.0,78.8,1.8,32875.0,217.74,,2.7,4269420.0,2101496.0
2006,ms,1060.9,1066.0,5550616.0,2747092.0,76.2,1.6,34733.0,235.54,,2.9,4373972.0,2120500.0
2007,ms,1073.4,1185.0,5630380.0,2687700.0,74.0,1.5,37279.0,255.36,,3.2,4550404.0,2084068.0
2008,ms,655.1,861.0,5511008.0,2723528.0,75.4,2.6,36446.0,259.01,,2.8,4466516.0,2083576.0
2009,ms,417.5,448.0,4460208.0,2454272.0,75.5,2.0,35078.0,255.67,,4.1,3870868.0,1857668.0
2010,ms,399.9,366.0,4691964.0,2491808.0,74.8,2.3,38160.0,243.99,,5.6,3764820.0,1883156.0
2011,ms,318.0,307.0,4998716.0,2489612.0,74.8,1.7,41090.0,236.8,,5.7,3989584.0,1942796.0
2012,ms,352.4,354.0,5277000.0,2564668.0,74.2,1.7,36641.0,238.03,,5.5,4170944.0,1980936.0
2013,ms,330.8,315.0,5362188.0,2612296.0,74.2,2.3,32338.0,237.72,,4.7,4243028.0,2014088.0
2014,ms,358.6,329.0,5659100.0,2686784.0,73.2,2.4,35521.0,238.39,,3.9,4467928.0,2048640.0
2015,ms,471.7,644.0,5721584.0,2751688.0,70.7,2.0,40037.0,246.24,,3.5,4574572.0,2116400.0
2016,ms,552.0,475.0,5995820.0,2900188.0,69.7,2.2,41099.0,251.98,,2.9,4828064.0,2224356.0
2017,ms,571.7,920.0,6170388.0,2946844.0,71.0,2.2,43441.0,259.75,,2.5,4945416.0,2260744.0
2018,ms,532.1,453.0,6314199.0,3102819.0,,,,268.82,,1.8,5054686.0,2381642.0
1992,mo,1607.6,1420.0,,,65.2,1.4,27361.0,151.03,17817939.0,,,
1993,mo,1436.3,1300.0,,,66.4,1.7,28682.0,153.42,20154326.0,,,
1994,mo,1772.8,1259.0,,,68.4,2.0,30190.0,158.47,,,,
1995,mo,1440.2,1152.0,,,69.4,2.2,34825.0,166.55,,,,
1996,mo,1638.2,1492.0,,,70.2,2.0,34265.0,173.89,,,,
1997,mo,1360.7,1303.0,,,70.5,1.3,36553.0,181.19,,,,
1998,mo,1478.0,1312.0,10810780.0,5843636.0,70.7,1.8,40201.0,188.62,,,8251892.0,4818048.0
1999,mo,1444.2,1099.0,10658924.0,6071496.0,72.9,1.6,41383.0,196.92,,,8341076.0,4908152.0
2000,mo,1660.3,1664.0,11382008.0,6229316.0,74.2,1.8,45097.0,208.17,,,8889172.0,5026932.0
2001,mo,1393.3,1608.0,11087820.0,6442540.0,74.0,2.4,41339.0,220.36,,,8473504.0,5118260.0
2002,mo,1755.6,1698.0,10954540.0,6351012.0,74.8,2.0,42776.0,232.94,,,8143824.0,4924240.0
2003,mo,1708.2,1709.0,11129880.0,6517080.0,74.0,2.4,43762.0,243.96,,,8358500.0,4893264.0
2004,mo,1798.3,2004.0,11292112.0,6500000.0,72.4,3.1,42137.0,257.37,,2.8,8431140.0,4759956.0
2005,mo,2190.3,1851.0,11816916.0,6749832.0,72.3,2.6,42986.0,274.88,,3.0,8891824.0,4944660.0
2006,mo,1921.7,1909.0,12361912.0,6652728.0,71.9,2.8,44579.0,289.87,,2.4,9340256.0,5082008.0
2007,mo,1322.0,1249.0,12085164.0,7056440.0,70.4,2.1,46005.0,297.86,,2.4,9171068.0,5241592.0
2008,mo,1133.8,1180.0,11763928.0,7310144.0,71.4,2.6,46038.0,298.31,,2.7,9017052.0,5373784.0
2009,mo,324.4,389.0,10852436.0,7602244.0,72.0,2.3,48769.0,292.45,,4.0,8267328.0,5264512.0
2010,mo,514.6,417.0,9191728.0,7006640.0,71.2,2.5,45817.0,277.57,,5.9,6944732.0,4876040.0
2011,mo,334.8,318.0,9943388.0,6977016.0,71.1,2.2,45774.0,270.0,,5.7,7688052.0,4978908.0
2012,mo,574.6,543.0,10232748.0,8016380.0,70.8,2.4,49764.0,268.38,,4.5,7950620.0,5460572.0
2013,mo,787.7,800.0,10955288.0,7518144.0,71.3,3.0,46303.0,268.23,,4.0,8436764.0,5376548.0
2014,mo,654.5,933.0,11476080.0,7569288.0,70.5,1.9,56630.0,269.74,,3.9,8930572.0,5350308.0
2015,mo,745.6,768.0,11998888.0,8608748.0,68.5,2.9,59196.0,281.11,,3.3,9236808.0,5727824.0
2016,mo,839.7,1052.0,12398240.0,8490584.0,66.7,2.3,55016.0,292.45,,2.6,9418976.0,5608772.0
2017,mo,968.6,1070.0,12683540.0,8360592.0,67.6,1.6,56885.0,304.68,,2.4,9739792.0,5961476.0
2018,mo,912.8,840.0,13552769.0,8682218.0,,,,323.95,,2.0,10421097.0,6124835.0
1992,mt,129.0,88.0,,,69.9,2.2,26525.0,132.32,2302989.0,,,
1993,mt,75.7,40.0,,,69.7,2.6,26470.0,145.13,2439120.0,,,
1994,mt,196.1,155.0,,,68.8,1.8,27631.0,159.21,,,,
1995,mt,164.2,89.0,,,68.7,1.0,27757.0,173.41,,,,
1996,mt,120.4,61.0,,,68.6,1.4,28684.0,184.87,,,,
1997,mt,113.2,100.0,,,67.5,2.0,29212.0,190.06,,,,
1998,mt,98.6,71.0,515112.0,293544.0,68.6,1.8,31577.0,198.22,,,394576.0,226616.0
1999,mt,92.7,158.0,570728.0,297380.0,70.6,1.7,31038.0,201.74,,,443932.0,231668.0
2000,mt,104.3,68.0,585616.0,314064.0,70.2,1.9,32777.0,208.63,,,454000.0,244048.0
2001,mt,141.6,102.0,604328.0,334604.0,68.3,1.6,32126.0,221.07,,,467752.0,249112.0
2002,mt,201.7,190.0,565416.0,335052.0,69.4,1.5,34835.0,232.33,,,426948.0,245256.0
2003,mt,201.5,273.0,552908.0,334972.0,71.5,2.0,34108.0,243.89,,,416408.0,245664.0
2004,mt,124.3,194.0,519336.0,362028.0,72.4,1.7,33956.0,265.58,,2.3,397756.0,265636.0
2005,mt,352.7,313.0,566624.0,380060.0,70.4,1.2,37313.0,295.53,,2.4,434228.0,284956.0
2006,mt,450.0,559.0,592188.0,395812.0,69.5,1.9,41105.0,333.51,,1.7,455544.0,288732.0
2007,mt,305.5,260.0,640792.0,421236.0,67.3,1.4,43655.0,365.69,,1.6,491204.0,313944.0
2008,mt,190.9,133.0,643944.0,445328.0,70.3,2.1,42900.0,380.11,,2.1,491092.0,332856.0
2009,mt,110.1,75.0,515420.0,454532.0,70.7,2.8,40437.0,377.33,,3.8,396836.0,328880.0
2010,mt,140.5,100.0,494292.0,512660.0,68.1,1.6,41280.0,353.63,,4.7,375340.0,362032.0
2011,mt,81.9,57.0,502956.0,475632.0,68.4,1.6,40277.0,342.82,,4.9,373896.0,337896.0
2012,mt,126.2,90.0,576388.0,459532.0,67.8,1.6,45088.0,345.76,,4.1,435752.0,316260.0
2013,mt,212.9,159.0,626180.0,469292.0,67.4,1.5,43201.0,356.87,,3.0,474180.0,325552.0
2014,mt,170.8,120.0,637644.0,512196.0,66.9,1.6,51102.0,368.99,,2.8,498460.0,351224.0
2015,mt,175.4,136.0,683964.0,536288.0,66.4,1.7,51395.0,384.29,,2.6,533536.0,363344.0
2016,mt,194.2,160.0,712972.0,562716.0,67.1,2.1,57075.0,402.84,,2.3,552296.0,390392.0
2017,mt,158.1,134.0,725904.0,563520.0,67.6,2.0,59087.0,421.5,,2.0,560748.0,397636.0
2018,mt,223.0,138.0,764944.0,610348.0,,,,445.7,,2.0,589394.0,431232.0
1992,ne,446.9,269.0,,,68.4,0.8,30048.0,133.29,6524548.0,,,
1993,ne,408.1,214.0,,,67.7,1.0,31008.0,139.37,6708836.0,,,
1994,ne,473.3,319.0,,,68.0,0.8,31794.0,147.39,,,,
1995,ne,373.2,504.0,,,67.1,0.7,32929.0,157.64,,,,
1996,ne,502.1,860.0,,,66.8,2.0,34014.0,166.04,,,,
1997,ne,459.0,379.0,,,66.7,1.5,34692.0,174.46,,,,
1998,ne,491.9,693.0,2283176.0,2079548.0,69.9,1.1,36413.0,184.21,,,1825092.0,1563956.0
1999,ne,544.9,825.0,2231200.0,2160332.0,70.9,1.4,38626.0,191.69,,,1807768.0,1628620.0
2000,ne,523.9,353.0,2438920.0,2279400.0,70.2,2.0,41750.0,198.63,,,1989392.0,1729648.0
2001,ne,543.1,347.0,2430736.0,2469912.0,70.1,2.0,43611.0,207.33,,,1940420.0,1862108.0
2002,ne,588.3,583.0,2277452.0,2526452.0,68.5,1.8,42796.0,214.8,,,1765340.0,1860692.0
2003,ne,627.3,415.0,2292144.0,2565716.0,69.5,1.8,43974.0,220.82,,,1775892.0,1893152.0
2004,ne,656.2,457.0,2351508.0,2515000.0,71.2,1.5,43786.0,229.24,,,1822432.0,1835560.0
2005,ne,691.4,450.0,2412932.0,2509652.0,70.2,1.8,47923.0,240.77,,,1857188.0,1893708.0
2006,ne,729.2,650.0,2622712.0,2726356.0,67.6,2.6,48145.0,247.08,,,2054064.0,1961100.0
2007,ne,533.2,325.0,2709572.0,2861372.0,68.2,2.5,49174.0,251.73,,,2124924.0,2003632.0
2008,ne,490.3,678.0,2810956.0,2758940.0,69.6,2.3,50728.0,254.03,,,2187460.0,2066604.0
2009,ne,300.5,199.0,2572656.0,2673504.0,70.2,1.7,49595.0,252.97,,,1955068.0,2035564.0
2010,ne,395.7,215.0,2377548.0,2643084.0,70.4,2.5,52504.0,246.69,,,1839016.0,2024336.0
2011,ne,306.7,141.0,2570508.0,2770768.0,68.9,2.1,55616.0,247.19,,,2047276.0,2108696.0
2012,ne,339.6,227.0,2636756.0,2865364.0,69.3,1.3,52196.0,250.05,,,2068820.0,2130128.0
2013,ne,493.2,393.0,2816636.0,2980272.0,68.2,1.4,57623.0,254.36,,,2188048.0,2193404.0
2014,ne,408.4,308.0,3000608.0,3455360.0,66.7,1.3,56870.0,260.88,,,2350536.0,2275324.0
2015,ne,385.5,235.0,2971920.0,4018504.0,68.1,1.1,60474.0,272.03,,,2327696.0,2377408.0
2016,ne,460.6,399.0,2861664.0,3384120.0,68.0,1.1,59374.0,283.55,,,2249132.0,2439840.0
2017,ne,439.8,351.0,2992224.0,3514340.0,66.1,1.1,59619.0,300.45,,,2340140.0,2630560.0
2018,ne,433.0,313.0,3136430.0,3786358.0,,,,320.87,,,2448163.0,2839121.0
1992,nv,1380.0,1764.0,,,55.1,2.3,31908.0,156.97,2254707.0,,,
1993,nv,931.8,866.0,,,55.8,1.9,35814.0,160.07,3824571.0,,,
1994,nv,1716.9,2138.0,,,55.8,2.3,35871.0,163.93,,,,
1995,nv,1703.4,2128.0,,,58.6,2.4,36084.0,166.08,,,,
1996,nv,2398.0,2874.0,,,61.1,2.0,38540.0,175.5,,,,
1997,nv,1748.8,2477.0,,,61.2,2.3,38854.0,177.7,,,,
1998,nv,2040.3,2949.0,1156080.0,515612.0,61.4,2.5,39756.0,183.6,,,945260.0,399440.0
1999,nv,1565.9,2093.0,1276200.0,565552.0,63.7,2.6,41461.0,186.73,,,1036580.0,436348.0
2000,nv,2129.3,2312.0,1285016.0,608020.0,64.0,2.3,45758.0,189.32,,,1045016.0,473684.0
2001,nv,2169.1,3146.0,1477784.0,642052.0,64.6,2.4,45403.0,200.74,,,1190216.0,496320.0
2002,nv,2178.8,2607.0,1547700.0,633876.0,65.3,2.3,44958.0,212.73,,,1216800.0,476544.0
2003,nv,2567.8,2679.0,1649924.0,643512.0,64.8,2.4,45184.0,227.43,,,1279260.0,481144.0
2004,nv,3296.7,3184.0,1778372.0,691324.0,65.7,3.2,47204.0,266.28,,2.7,1357936.0,512452.0
2005,nv,2124.9,1996.0,2002556.0,741196.0,63.4,3.0,48209.0,353.47,,1.9,1511272.0,551888.0
